hp_kW,age,make_model,Gears,Gearing_Type,price
121.0,1.0,Opel Insignia,6.0,Manual,20979
121.0,1.0,Opel Insignia,6.0,Manual,20990
103.0,1.0,Opel Insignia,6.0,Manual,20950
125.0,1.0,Opel Insignia,6.0,Manual,21440
125.0,1.0,Opel Insignia,6.0,Manual,21425
121.0,1.0,Opel Insignia,6.0,Manual,21390
121.0,1.0,Opel Insignia,6.0,Manual,21389
125.0,1.0,Opel Insignia,6.0,Manual,21425
103.0,0.0,Opel Insignia,6.0,Manual,21365
125.0,1.0,Opel Insignia,6.0,Manual,21425
125.0,1.0,Opel Insignia,6.0,Manual,21380
125.0,1.0,Opel Insignia,6.0,Manual,21350
121.0,1.0,Opel Insignia,6.0,Manual,21350
103.0,1.0,Opel Insignia,6.0,Manual,20950
121.0,1.0,Opel Insignia,6.0,Manual,20950
103.0,1.0,Opel Insignia,6.0,Manual,20950
121.0,1.0,Opel Insignia,6.0,Manual,20950
125.0,1.0,Opel Insignia,6.0,Manual,20950
103.0,1.0,Opel Insignia,6.0,Manual,20940
100.0,1.0,Opel Insignia,6.0,Manual,20900
125.0,1.0,Opel Insignia,6.0,Manual,20950
100.0,1.0,Opel Insignia,6.0,Manual,20900
125.0,1.0,Opel Insignia,6.0,Manual,20900
100.0,1.0,Opel Insignia,6.0,Manual,20900
100.0,1.0,Opel Insignia,6.0,Manual,20900
103.0,1.0,Opel Insignia,6.0,Manual,20900
100.0,1.0,Opel Insignia,6.0,Manual,20900
103.0,1.0,Opel Insignia,6.0,Manual,20900
121.0,1.0,Opel Insignia,6.0,Manual,20350
125.0,1.0,Opel Insignia,6.0,Manual,20900
100.0,1.0,Opel Insignia,6.0,Manual,20500
121.0,1.0,Opel Insignia,6.0,Manual,20350
125.0,1.0,Opel Insignia,6.0,Manual,21330
100.0,1.0,Opel Insignia,6.0,Manual,20490
121.0,1.0,Opel Insignia,6.0,Manual,20490
100.0,1.0,Opel Insignia,6.0,Manual,20350
125.0,1.0,Opel Insignia,6.0,Manual,20300
103.0,1.0,Opel Insignia,6.0,Manual,20230
103.0,1.0,Opel Insignia,6.0,Manual,20300
125.0,1.0,Opel Insignia,6.0,Manual,20900
125.0,1.0,Opel Insignia,6.0,Manual,20280
103.0,1.0,Opel Insignia,6.0,Manual,20890
121.0,1.0,Opel Insignia,6.0,Manual,20180
121.0,1.0,Opel Insignia,6.0,Manual,20332
100.0,1.0,Opel Insignia,6.0,Manual,20890
121.0,1.0,Opel Insignia,6.0,Manual,20890
121.0,1.0,Opel Insignia,6.0,Manual,20890
121.0,1.0,Opel Insignia,6.0,Manual,20890
125.0,1.0,Opel Insignia,6.0,Manual,20890
121.0,1.0,Opel Insignia,6.0,Manual,20890
100.0,1.0,Opel Insignia,6.0,Manual,20890
103.0,1.0,Opel Insignia,6.0,Manual,20890
125.0,1.0,Opel Insignia,6.0,Manual,20890
125.0,1.0,Opel Insignia,6.0,Manual,20825
121.0,1.0,Opel Insignia,6.0,Manual,20480
125.0,1.0,Opel Insignia,6.0,Manual,20890
125.0,1.0,Opel Insignia,6.0,Manual,20890
125.0,1.0,Opel Insignia,6.0,Manual,20480
121.0,1.0,Opel Insignia,6.0,Manual,20889
121.0,1.0,Opel Insignia,6.0,Manual,20850
125.0,1.0,Opel Insignia,6.0,Manual,20480
103.0,1.0,Opel Insignia,6.0,Manual,20450
121.0,1.0,Opel Insignia,6.0,Manual,20450
121.0,1.0,Opel Insignia,6.0,Manual,20450
100.0,1.0,Opel Insignia,6.0,Manual,20450
121.0,1.0,Opel Insignia,6.0,Manual,20440
100.0,1.0,Opel Insignia,6.0,Manual,20400
125.0,1.0,Opel Insignia,6.0,Manual,20400
125.0,1.0,Opel Insignia,6.0,Manual,20180
103.0,0.0,Opel Insignia,6.0,Manual,20171
121.0,1.0,Opel Insignia,6.0,Manual,20150
125.0,1.0,Opel Insignia,6.0,Manual,20180
121.0,1.0,Opel Insignia,6.0,Manual,20390
121.0,1.0,Opel Insignia,6.0,Manual,20100
121.0,1.0,Opel Insignia,6.0,Manual,20025
121.0,1.0,Opel Insignia,6.0,Manual,20878
100.0,1.0,Opel Insignia,6.0,Manual,20000
125.0,1.0,Opel Insignia,6.0,Manual,20800
103.0,1.0,Opel Insignia,6.0,Manual,20790
121.0,1.0,Opel Insignia,6.0,Manual,20780
121.0,1.0,Opel Insignia,6.0,Manual,20750
100.0,1.0,Opel Insignia,6.0,Manual,20750
125.0,1.0,Opel Insignia,6.0,Manual,20750
121.0,1.0,Opel Insignia,6.0,Manual,20750
121.0,1.0,Opel Insignia,6.0,Manual,20750
100.0,1.0,Opel Insignia,6.0,Manual,20740
100.0,1.0,Opel Insignia,6.0,Manual,20730
100.0,1.0,Opel Insignia,6.0,Manual,20750
103.0,1.0,Opel Insignia,6.0,Manual,20750
103.0,0.0,Opel Insignia,6.0,Manual,20580
125.0,1.0,Opel Insignia,6.0,Manual,19999
121.0,1.0,Opel Insignia,6.0,Manual,20650
103.0,1.0,Opel Insignia,6.0,Manual,19400
100.0,1.0,Opel Insignia,6.0,Manual,20630
121.0,1.0,Opel Insignia,6.0,Manual,20730
121.0,1.0,Opel Insignia,6.0,Manual,19690
100.0,1.0,Opel Insignia,6.0,Manual,19600
103.0,1.0,Opel Insignia,6.0,Manual,19590
125.0,1.0,Opel Insignia,6.0,Manual,20680
125.0,1.0,Opel Insignia,6.0,Manual,19650
125.0,1.0,Opel Insignia,6.0,Manual,20550
103.0,1.0,Opel Insignia,6.0,Manual,19590
100.0,1.0,Opel Insignia,6.0,Manual,19590
103.0,1.0,Opel Insignia,6.0,Manual,19525
103.0,1.0,Opel Insignia,6.0,Manual,19500
121.0,1.0,Opel Insignia,6.0,Manual,19500
103.0,1.0,Opel Insignia,6.0,Manual,19490
121.0,1.0,Opel Insignia,6.0,Manual,19490
100.0,1.0,Opel Insignia,6.0,Manual,19490
103.0,1.0,Opel Insignia,6.0,Manual,19489
100.0,1.0,Opel Insignia,6.0,Manual,19490
125.0,1.0,Opel Insignia,6.0,Manual,19480
103.0,1.0,Opel Insignia,6.0,Manual,19450
122.0,1.0,Opel Insignia,6.0,Manual,19450
125.0,1.0,Opel Insignia,8.0,Manual,19480
103.0,1.0,Opel Insignia,6.0,Manual,19400
125.0,1.0,Opel Insignia,6.0,Manual,19397
103.0,1.0,Opel Insignia,6.0,Manual,19400
100.0,1.0,Opel Insignia,6.0,Manual,19325
100.0,1.0,Opel Insignia,6.0,Manual,19300
100.0,1.0,Opel Insignia,6.0,Manual,19290
100.0,1.0,Opel Insignia,6.0,Manual,19290
100.0,1.0,Opel Insignia,6.0,Manual,19290
100.0,1.0,Opel Insignia,6.0,Manual,19290
125.0,1.0,Opel Insignia,6.0,Manual,19880
121.0,1.0,Opel Insignia,6.0,Manual,19850
121.0,1.0,Opel Insignia,6.0,Manual,19850
100.0,1.0,Opel Insignia,6.0,Manual,19290
125.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,19980
125.0,1.0,Opel Insignia,6.0,Manual,19980
125.0,1.0,Opel Insignia,6.0,Manual,19980
100.0,1.0,Opel Insignia,6.0,Manual,19980
121.0,1.0,Opel Insignia,6.0,Manual,19980
121.0,1.0,Opel Insignia,6.0,Manual,19450
125.0,1.0,Opel Insignia,6.0,Manual,19980
100.0,1.0,Opel Insignia,6.0,Manual,19990
100.0,1.0,Opel Insignia,6.0,Manual,19990
100.0,1.0,Opel Insignia,6.0,Manual,19800
100.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,19990
121.0,1.0,Opel Insignia,6.0,Manual,19990
100.0,1.0,Opel Insignia,6.0,Manual,19200
121.0,1.0,Opel Insignia,6.0,Manual,19850
121.0,1.0,Opel Insignia,6.0,Manual,19800
121.0,1.0,Opel Insignia,6.0,Manual,19800
100.0,1.0,Opel Insignia,6.0,Manual,19800
121.0,1.0,Opel Insignia,6.0,Manual,19800
100.0,1.0,Opel Insignia,6.0,Manual,19790
103.0,1.0,Opel Insignia,6.0,Manual,19777
100.0,1.0,Opel Insignia,6.0,Manual,19774
103.0,1.0,Opel Insignia,6.0,Manual,19760
121.0,1.0,Opel Insignia,6.0,Manual,19750
121.0,1.0,Opel Insignia,6.0,Manual,19750
121.0,1.0,Opel Insignia,6.0,Manual,19950
100.0,1.0,Opel Insignia,6.0,Manual,19760
121.0,1.0,Opel Insignia,6.0,Manual,19950
103.0,1.0,Opel Insignia,6.0,Manual,19950
121.0,1.0,Opel Insignia,6.0,Manual,19940
103.0,1.0,Opel Insignia,6.0,Manual,19980
121.0,1.0,Opel Insignia,6.0,Manual,19980
125.0,1.0,Opel Insignia,6.0,Manual,19980
125.0,1.0,Opel Insignia,6.0,Manual,19980
121.0,1.0,Opel Insignia,6.0,Manual,19980
125.0,1.0,Opel Insignia,6.0,Manual,19980
100.0,1.0,Opel Insignia,6.0,Manual,19970
121.0,1.0,Opel Insignia,6.0,Manual,19970
121.0,1.0,Opel Insignia,6.0,Manual,19950
121.0,1.0,Opel Insignia,6.0,Manual,19980
100.0,1.0,Opel Insignia,6.0,Manual,19950
100.0,1.0,Opel Insignia,6.0,Manual,19990
121.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,19950
100.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,19990
121.0,1.0,Opel Insignia,6.0,Manual,19990
121.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,19990
121.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,0.0,Opel Insignia,6.0,Manual,19902
100.0,1.0,Opel Insignia,6.0,Manual,19900
103.0,1.0,Opel Insignia,6.0,Manual,19935
122.0,1.0,Opel Insignia,6.0,Manual,19750
100.0,1.0,Opel Insignia,6.0,Manual,19900
100.0,1.0,Opel Insignia,6.0,Manual,19900
100.0,1.0,Opel Insignia,6.0,Manual,19900
100.0,1.0,Opel Insignia,6.0,Manual,19900
125.0,1.0,Opel Insignia,6.0,Manual,19900
121.0,1.0,Opel Insignia,6.0,Manual,19900
121.0,1.0,Opel Insignia,6.0,Manual,19900
121.0,1.0,Opel Insignia,6.0,Manual,19900
121.0,1.0,Opel Insignia,6.0,Manual,19900
103.0,1.0,Opel Insignia,6.0,Manual,19900
100.0,0.0,Opel Insignia,6.0,Manual,19900
121.0,1.0,Opel Insignia,6.0,Manual,19950
121.0,1.0,Opel Insignia,6.0,Manual,19990
103.0,1.0,Opel Insignia,6.0,Manual,18999
81.0,1.0,Opel Insignia,6.0,Manual,18999
121.0,1.0,Opel Insignia,6.0,Manual,18990
103.0,1.0,Opel Insignia,6.0,Manual,18990
103.0,1.0,Opel Insignia,6.0,Manual,18990
100.0,1.0,Opel Insignia,6.0,Manual,18990
100.0,1.0,Opel Insignia,6.0,Manual,18990
103.0,1.0,Opel Insignia,6.0,Manual,18945
100.0,1.0,Opel Insignia,6.0,Manual,18925
103.0,1.0,Opel Insignia,6.0,Manual,18990
121.0,1.0,Opel Insignia,6.0,Manual,19900
100.0,0.0,Opel Insignia,6.0,Automatic,27990
100.0,0.0,Opel Insignia,6.0,Automatic,27990
100.0,0.0,Opel Insignia,6.0,Automatic,25500
125.0,0.0,Opel Insignia,8.0,Automatic,25525
121.0,0.0,Opel Insignia,6.0,Automatic,29430
147.0,0.0,Opel Insignia,6.0,Automatic,28001
147.0,0.0,Opel Insignia,6.0,Automatic,29350
125.0,0.0,Opel Insignia,8.0,Automatic,29315
100.0,0.0,Opel Insignia,6.0,Automatic,32990
147.0,0.0,Opel Insignia,6.0,Automatic,33450
125.0,0.0,Opel Insignia,6.0,Automatic,33450
147.0,0.0,Opel Insignia,6.0,Automatic,33450
147.0,0.0,Opel Insignia,6.0,Automatic,35490
121.0,0.0,Opel Insignia,6.0,Automatic,33980
125.0,0.0,Opel Insignia,8.0,Automatic,33980
154.0,0.0,Opel Insignia,8.0,Automatic,37450
125.0,0.0,Opel Insignia,8.0,Automatic,34600
154.0,0.0,Opel Insignia,8.0,Automatic,37950
147.0,0.0,Opel Insignia,6.0,Automatic,37899
125.0,0.0,Opel Insignia,8.0,Automatic,37890
191.0,0.0,Opel Insignia,8.0,Automatic,37875
100.0,0.0,Opel Insignia,6.0,Automatic,37790
100.0,0.0,Opel Insignia,6.0,Automatic,37750
125.0,0.0,Opel Insignia,8.0,Automatic,37690
154.0,0.0,Opel Insignia,6.0,Automatic,37690
191.0,0.0,Opel Insignia,8.0,Automatic,37599
147.0,0.0,Opel Insignia,6.0,Automatic,38450
125.0,0.0,Opel Insignia,8.0,Automatic,37500
147.0,0.0,Opel Insignia,6.0,Automatic,38229
154.0,0.0,Opel Insignia,8.0,Automatic,37992
147.0,0.0,Opel Insignia,6.0,Automatic,37999
125.0,0.0,Opel Insignia,6.0,Automatic,38350
121.0,0.0,Opel Insignia,6.0,Automatic,38350
147.0,0.0,Opel Insignia,6.0,Automatic,38290
147.0,0.0,Opel Insignia,6.0,Automatic,38380
147.0,0.0,Opel Insignia,6.0,Automatic,39450
121.0,0.0,Opel Insignia,6.0,Automatic,38995
125.0,0.0,Opel Insignia,6.0,Automatic,38990
125.0,0.0,Opel Insignia,8.0,Automatic,38990
147.0,0.0,Opel Insignia,6.0,Automatic,38990
154.0,0.0,Opel Insignia,8.0,Automatic,38950
147.0,0.0,Opel Insignia,6.0,Automatic,37990
125.0,0.0,Opel Insignia,6.0,Automatic,38989
147.0,0.0,Opel Insignia,6.0,Automatic,37990
100.0,0.0,Opel Insignia,6.0,Automatic,37990
125.0,0.0,Opel Insignia,8.0,Automatic,37990
147.0,0.0,Opel Insignia,6.0,Automatic,37990
125.0,0.0,Opel Insignia,6.0,Automatic,37990
125.0,0.0,Opel Insignia,6.0,Automatic,37989
125.0,0.0,Opel Insignia,6.0,Automatic,37989
121.0,0.0,Opel Insignia,6.0,Automatic,37989
121.0,0.0,Opel Insignia,6.0,Automatic,37980
147.0,0.0,Opel Insignia,6.0,Automatic,37950
100.0,1.0,Opel Insignia,6.0,Automatic,38900
147.0,0.0,Opel Insignia,6.0,Automatic,38900
121.0,0.0,Opel Insignia,6.0,Automatic,38855
125.0,0.0,Opel Insignia,8.0,Automatic,38690
121.0,0.0,Opel Insignia,6.0,Automatic,38679
125.0,0.0,Opel Insignia,8.0,Automatic,38590
125.0,0.0,Opel Insignia,8.0,Automatic,38500
147.0,0.0,Opel Insignia,6.0,Automatic,38490
147.0,0.0,Opel Insignia,8.0,Automatic,38490
147.0,0.0,Opel Insignia,6.0,Automatic,38480
125.0,0.0,Opel Insignia,8.0,Automatic,37490
125.0,0.0,Opel Insignia,8.0,Automatic,37490
154.0,0.0,Opel Insignia,8.0,Automatic,37490
147.0,0.0,Opel Insignia,6.0,Automatic,37490
147.0,0.0,Opel Insignia,6.0,Automatic,37490
100.0,0.0,Opel Insignia,6.0,Automatic,37490
147.0,0.0,Opel Insignia,6.0,Automatic,37450
154.0,0.0,Opel Insignia,8.0,Automatic,37450
154.0,0.0,Opel Insignia,8.0,Automatic,37450
100.0,0.0,Opel Insignia,6.0,Automatic,34580
154.0,0.0,Opel Insignia,8.0,Automatic,34490
100.0,0.0,Opel Insignia,6.0,Automatic,34490
125.0,0.0,Opel Insignia,8.0,Automatic,34550
147.0,0.0,Opel Insignia,6.0,Automatic,34450
147.0,0.0,Opel Insignia,6.0,Automatic,34450
121.0,0.0,Opel Insignia,6.0,Automatic,34390
147.0,0.0,Opel Insignia,6.0,Automatic,34315
125.0,0.0,Opel Insignia,8.0,Automatic,33992
125.0,0.0,Opel Insignia,8.0,Automatic,33992
147.0,0.0,Opel Insignia,6.0,Automatic,33990
147.0,0.0,Opel Insignia,6.0,Automatic,33990
100.0,0.0,Opel Insignia,6.0,Automatic,33990
147.0,0.0,Opel Insignia,6.0,Automatic,33990
147.0,0.0,Opel Insignia,6.0,Automatic,33990
121.0,0.0,Opel Insignia,6.0,Automatic,33990
125.0,0.0,Opel Insignia,8.0,Automatic,37450
121.0,0.0,Opel Insignia,6.0,Automatic,37430
154.0,0.0,Opel Insignia,8.0,Automatic,37285
154.0,0.0,Opel Insignia,8.0,Automatic,37235
154.0,0.0,Opel Insignia,8.0,Automatic,37380
147.0,0.0,Opel Insignia,6.0,Automatic,36990
154.0,0.0,Opel Insignia,8.0,Automatic,36990
125.0,0.0,Opel Insignia,8.0,Automatic,36990
125.0,0.0,Opel Insignia,6.0,Automatic,36990
121.0,0.0,Opel Insignia,6.0,Automatic,36990
125.0,0.0,Opel Insignia,6.0,Automatic,36990
100.0,0.0,Opel Insignia,6.0,Automatic,36990
125.0,0.0,Opel Insignia,8.0,Automatic,36990
100.0,0.0,Opel Insignia,6.0,Automatic,36990
147.0,0.0,Opel Insignia,6.0,Automatic,36990
154.0,0.0,Opel Insignia,8.0,Automatic,36950
121.0,0.0,Opel Insignia,6.0,Automatic,36950
125.0,0.0,Opel Insignia,8.0,Automatic,36945
125.0,0.0,Opel Insignia,8.0,Automatic,36900
125.0,0.0,Opel Insignia,8.0,Automatic,36790
147.0,0.0,Opel Insignia,6.0,Automatic,33989
154.0,0.0,Opel Insignia,8.0,Automatic,36771
125.0,0.0,Opel Insignia,8.0,Automatic,36750
121.0,0.0,Opel Insignia,8.0,Automatic,36680
125.0,0.0,Opel Insignia,6.0,Automatic,36591
147.0,0.0,Opel Insignia,6.0,Automatic,36590
147.0,0.0,Opel Insignia,6.0,Automatic,36590
100.0,0.0,Opel Insignia,6.0,Automatic,36500
147.0,0.0,Opel Insignia,6.0,Automatic,36491
154.0,0.0,Opel Insignia,8.0,Automatic,36490
154.0,0.0,Opel Insignia,8.0,Automatic,36490
154.0,0.0,Opel Insignia,8.0,Automatic,36450
154.0,0.0,Opel Insignia,8.0,Automatic,36450
147.0,0.0,Opel Insignia,6.0,Automatic,36391
154.0,0.0,Opel Insignia,8.0,Automatic,36365
121.0,0.0,Opel Insignia,6.0,Automatic,36290
122.0,0.0,Opel Insignia,6.0,Automatic,35490
154.0,0.0,Opel Insignia,8.0,Automatic,35450
154.0,0.0,Opel Insignia,8.0,Automatic,35450
100.0,0.0,Opel Insignia,6.0,Automatic,35490
191.0,0.0,Opel Insignia,6.0,Automatic,36180
191.0,0.0,Opel Insignia,6.0,Automatic,35380
155.0,0.0,Opel Insignia,8.0,Automatic,34991
155.0,0.0,Opel Insignia,8.0,Automatic,35189
147.0,0.0,Opel Insignia,6.0,Automatic,35291
154.0,0.0,Opel Insignia,8.0,Automatic,35085
147.0,0.0,Opel Insignia,6.0,Automatic,35450
155.0,0.0,Opel Insignia,8.0,Automatic,34991
147.0,0.0,Opel Insignia,6.0,Automatic,34990
125.0,0.0,Opel Insignia,8.0,Automatic,34990
122.0,0.0,Opel Insignia,6.0,Automatic,34950
147.0,0.0,Opel Insignia,6.0,Automatic,34990
155.0,0.0,Opel Insignia,8.0,Automatic,36176
154.0,0.0,Opel Insignia,8.0,Automatic,34815
147.0,0.0,Opel Insignia,6.0,Automatic,34890
125.0,0.0,Opel Insignia,8.0,Automatic,33900
155.0,0.0,Opel Insignia,8.0,Automatic,34776
101.0,0.0,Opel Insignia,6.0,Automatic,33899
147.0,0.0,Opel Insignia,6.0,Automatic,33950
121.0,0.0,Opel Insignia,6.0,Automatic,33895
125.0,0.0,Opel Insignia,8.0,Automatic,33900
100.0,0.0,Opel Insignia,6.0,Automatic,33800
125.0,0.0,Opel Insignia,8.0,Automatic,33890
154.0,0.0,Opel Insignia,8.0,Automatic,33599
191.0,0.0,Opel Insignia,8.0,Automatic,33590
121.0,0.0,Opel Insignia,6.0,Automatic,33590
125.0,0.0,Opel Insignia,8.0,Automatic,33575
125.0,0.0,Opel Insignia,8.0,Automatic,33573
100.0,0.0,Opel Insignia,6.0,Automatic,33500
125.0,0.0,Opel Insignia,8.0,Automatic,33500
125.0,0.0,Opel Insignia,8.0,Automatic,33700
154.0,0.0,Opel Insignia,8.0,Automatic,33450
155.0,0.0,Opel Insignia,8.0,Automatic,36176
147.0,0.0,Opel Insignia,6.0,Automatic,35990
125.0,0.0,Opel Insignia,6.0,Automatic,35990
147.0,0.0,Opel Insignia,6.0,Automatic,35990
125.0,0.0,Opel Insignia,8.0,Automatic,36170
154.0,0.0,Opel Insignia,8.0,Automatic,35935
125.0,0.0,Opel Insignia,8.0,Automatic,35990
125.0,0.0,Opel Insignia,8.0,Automatic,35989
147.0,0.0,Opel Insignia,6.0,Automatic,35900
121.0,0.0,Opel Insignia,6.0,Automatic,35980
125.0,0.0,Opel Insignia,8.0,Automatic,35979
125.0,0.0,Opel Insignia,6.0,Automatic,35970
125.0,0.0,Opel Insignia,8.0,Automatic,35790
147.0,0.0,Opel Insignia,6.0,Automatic,35590
127.0,0.0,Opel Insignia,6.0,Automatic,35590
154.0,0.0,Opel Insignia,8.0,Automatic,35585
121.0,0.0,Opel Insignia,6.0,Automatic,35555
154.0,0.0,Opel Insignia,8.0,Automatic,35515
121.0,0.0,Opel Insignia,6.0,Automatic,33235
147.0,0.0,Opel Insignia,6.0,Automatic,33222
147.0,0.0,Opel Insignia,6.0,Automatic,32995
147.0,0.0,Opel Insignia,6.0,Automatic,33215
121.0,0.0,Opel Insignia,6.0,Automatic,33138
121.0,0.0,Opel Insignia,6.0,Automatic,33061
147.0,0.0,Opel Insignia,6.0,Automatic,32995
147.0,0.0,Opel Insignia,6.0,Automatic,32995
121.0,0.0,Opel Insignia,6.0,Automatic,29290
121.0,0.0,Opel Insignia,6.0,Automatic,29015
100.0,0.0,Opel Insignia,6.0,Automatic,29005
147.0,0.0,Opel Insignia,6.0,Automatic,28995
121.0,0.0,Opel Insignia,6.0,Automatic,28990
121.0,0.0,Opel Insignia,6.0,Automatic,28950
100.0,0.0,Opel Insignia,6.0,Automatic,28990
125.0,0.0,Opel Insignia,8.0,Automatic,28989
125.0,0.0,Opel Insignia,8.0,Automatic,28989
121.0,0.0,Opel Insignia,6.0,Automatic,28490
100.0,0.0,Opel Insignia,6.0,Automatic,28900
125.0,0.0,Opel Insignia,8.0,Automatic,28850
100.0,0.0,Opel Insignia,6.0,Automatic,28900
147.0,0.0,Opel Insignia,6.0,Automatic,28001
100.0,0.0,Opel Insignia,6.0,Automatic,28085
121.0,0.0,Opel Insignia,6.0,Automatic,32990
125.0,0.0,Opel Insignia,8.0,Automatic,32990
125.0,0.0,Opel Insignia,8.0,Automatic,32950
147.0,0.0,Opel Insignia,6.0,Automatic,32990
100.0,0.0,Opel Insignia,6.0,Automatic,32990
100.0,0.0,Opel Insignia,6.0,Automatic,32975
147.0,0.0,Opel Insignia,6.0,Automatic,32970
125.0,0.0,Opel Insignia,8.0,Automatic,32850
125.0,0.0,Opel Insignia,8.0,Automatic,32700
121.0,0.0,Opel Insignia,6.0,Automatic,32690
125.0,0.0,Opel Insignia,8.0,Automatic,32500
121.0,0.0,Opel Insignia,6.0,Automatic,32490
125.0,0.0,Opel Insignia,8.0,Automatic,32505
125.0,0.0,Opel Insignia,8.0,Automatic,32500
147.0,0.0,Opel Insignia,6.0,Automatic,32350
147.0,0.0,Opel Insignia,6.0,Automatic,32345
147.0,0.0,Opel Insignia,6.0,Automatic,32313
125.0,0.0,Opel Insignia,8.0,Automatic,32115
122.0,0.0,Opel Insignia,6.0,Automatic,32054
101.0,0.0,Opel Insignia,6.0,Automatic,31999
125.0,0.0,Opel Insignia,8.0,Automatic,31995
125.0,0.0,Opel Insignia,8.0,Automatic,31990
122.0,0.0,Opel Insignia,6.0,Automatic,31990
125.0,0.0,Opel Insignia,8.0,Automatic,31900
121.0,0.0,Opel Insignia,6.0,Automatic,31890
100.0,0.0,Opel Insignia,6.0,Automatic,31700
121.0,0.0,Opel Insignia,6.0,Automatic,31690
147.0,0.0,Opel Insignia,6.0,Automatic,31990
100.0,0.0,Opel Insignia,6.0,Automatic,31990
121.0,0.0,Opel Insignia,6.0,Automatic,31690
100.0,0.0,Opel Insignia,6.0,Automatic,31400
125.0,0.0,Opel Insignia,8.0,Automatic,31505
100.0,0.0,Opel Insignia,6.0,Automatic,31500
100.0,0.0,Opel Insignia,6.0,Automatic,31500
100.0,0.0,Opel Insignia,6.0,Automatic,31490
125.0,0.0,Opel Insignia,6.0,Automatic,31500
147.0,0.0,Opel Insignia,6.0,Automatic,30990
125.0,0.0,Opel Insignia,8.0,Automatic,30900
191.0,0.0,Opel Insignia,8.0,Automatic,30800
147.0,0.0,Opel Insignia,6.0,Automatic,30450
147.0,0.0,Opel Insignia,6.0,Automatic,30299
147.0,0.0,Opel Insignia,6.0,Automatic,30155
147.0,0.0,Opel Insignia,6.0,Automatic,30105
100.0,0.0,Opel Insignia,6.0,Automatic,30000
147.0,0.0,Opel Insignia,6.0,Automatic,29995
147.0,0.0,Opel Insignia,6.0,Automatic,29995
100.0,0.0,Opel Insignia,6.0,Automatic,29990
121.0,0.0,Opel Insignia,6.0,Automatic,29990
121.0,0.0,Opel Insignia,6.0,Automatic,29990
121.0,0.0,Opel Insignia,6.0,Automatic,29950
121.0,0.0,Opel Insignia,6.0,Automatic,29950
100.0,0.0,Opel Insignia,6.0,Automatic,29900
125.0,0.0,Opel Insignia,8.0,Automatic,29900
122.0,0.0,Opel Insignia,6.0,Automatic,29900
122.0,0.0,Opel Insignia,6.0,Automatic,29900
125.0,0.0,Opel Insignia,8.0,Automatic,29797
100.0,0.0,Opel Insignia,6.0,Automatic,29900
100.0,0.0,Opel Insignia,6.0,Automatic,29900
100.0,0.0,Opel Insignia,6.0,Automatic,29800
100.0,0.0,Opel Insignia,6.0,Automatic,29702
121.0,0.0,Opel Insignia,6.0,Automatic,29675
121.0,0.0,Opel Insignia,6.0,Automatic,26500
100.0,0.0,Opel Insignia,6.0,Automatic,26390
100.0,0.0,Opel Insignia,6.0,Automatic,26590
125.0,0.0,Opel Insignia,8.0,Automatic,29797
121.0,0.0,Opel Insignia,6.0,Automatic,26565
121.0,0.0,Opel Insignia,6.0,Automatic,29790
100.0,0.0,Opel Insignia,6.0,Automatic,26390
100.0,0.0,Opel Insignia,8.0,Automatic,26100
147.0,0.0,Opel Insignia,6.0,Automatic,26095
121.0,0.0,Opel Insignia,6.0,Automatic,26125
121.0,0.0,Opel Insignia,6.0,Automatic,25995
125.0,0.0,Opel Insignia,8.0,Automatic,25900
100.0,0.0,Opel Insignia,6.0,Automatic,25885
120.0,0.0,Opel Insignia,6.0,Automatic,25864
122.0,0.0,Opel Insignia,6.0,Automatic,25588
122.0,0.0,Opel Insignia,6.0,Automatic,25862
122.0,0.0,Opel Insignia,6.0,Automatic,25692
100.0,0.0,Opel Insignia,6.0,Automatic,25297
121.0,0.0,Opel Insignia,6.0,Automatic,25268
122.0,0.0,Opel Insignia,6.0,Automatic,25693
100.0,0.0,Opel Insignia,6.0,Automatic,24779
100.0,0.0,Opel Insignia,6.0,Automatic,25195
125.0,0.0,Opel Insignia,8.0,Automatic,25225
122.0,0.0,Opel Insignia,6.0,Automatic,27157
100.0,0.0,Opel Insignia,6.0,Automatic,27990
121.0,0.0,Opel Insignia,6.0,Automatic,27950
125.0,0.0,Opel Insignia,8.0,Automatic,27804
121.0,0.0,Opel Insignia,6.0,Automatic,27599
100.0,0.0,Opel Insignia,6.0,Automatic,27550
125.0,0.0,Opel Insignia,8.0,Automatic,27804
122.0,0.0,Opel Insignia,6.0,Automatic,27228
121.0,0.0,Opel Insignia,6.0,Automatic,26995
121.0,0.0,Opel Insignia,6.0,Automatic,26990
121.0,0.0,Opel Insignia,6.0,Automatic,26890
121.0,0.0,Opel Insignia,6.0,Automatic,26990
